Speaker,Utterance,File_ID
B,because they <ds>uh</ds> look pretty and in my front garden <ds>uh</ds> but I like the vinca which is something I had n't they look sort of like impatiens you know but they not quite and they better for the sun areas,354
B,<ds>um</ds> and <ds>of course</ds> you know the mine are old theory ordinary flowers marigolds and and that sort of thing,354
A,<ds>yes</ds>,354
B,in my,354
A,do you have trouble with red spider on marigolds,354
B,<ds>no</ds>,354
B,I do n't,354
A,maybe it,354
B,I do n't know maybe this climate is a little better,354
A,<ds>yes</ds> <ds>uh-huh</ds> <ds>uh-huh</ds>,354
B,<ds>um</ds> but in the vegetable garden we grow <ds>um</ds> usually what our favorite is something called white half runner green beans now that,354
A,do you is n't that funny so is my favorite,354
B,<ds>well</ds> you know why because I grew up in North Carolina,354
A,<ds>okay</ds>,354
B,and that was my mother <ds>um</ds> favorite bean she alw- she always grows you know five different varieties,354
A,<ds>yeah</ds>,354
B,but that the kind that produces the best,354
A,<ds>yeah</ds> <ds>well</ds> I think it has the best flavor,354
B,and and they wonderful and I pick them when they very young and have very little string and then just steam them a little bit my mother picks them when they fat and she cooks them for an hour with some fat backs,354
A,<ds>yes</ds> <ds>uh-huh</ds> <ds>well</ds> I like them in between,354
B,and they good both ways,354
A,I like them in between,354
B,<ds>yeah</ds> <ds>yeah</ds>,354
A,the flavor is better I think in between,354
B,<ds>oh</ds> in between the size wise <ds>yeah</ds>,354
A,<ds>yes</ds> <ds>yeah</ds>,354
B,<ds>yeah</ds>,354
A,<ds>uh-huh</ds>,354
A,my mother,354
B,<ds>well</ds> my mother does n't think they have any flavor the way I cook them,354
A,<ds>well</ds> and I know I love them well that the yankee way,354
A,but I think,354
B,<ds>oh</ds> <ds>of course</ds>,354
A,that like another vegetable,354
A,I love them that way just just the thrill of,354
B,<ds>yeah</ds> <ds>it is</ds>,354
B,they two different vegetables that way <ds>uh-huh</ds>,354
A,<ds>uh-huh</ds> <ds>uh-huh</ds>,354
A,in fact I my mother who is eighty-six years old canned over a hundred quarts of half runners last year,354
B,<ds>oh</ds> my gosh,354
B,my does mot- mother will be th- ninety this year and she lives in western North Carolina and <ds>uh</ds> she would do that if if we did n't tell her that she better not,354
A,<ds>yes</ds> <ds>uh-huh</ds> <ds>yes</ds>,354
B,but she does n't have that big a garden but she has a bigger one than I do,354
A,real- <ds>yes</ds>,354
B,and I have four children you know so,354
A,and she tends to it herself,354
B,<ds>oh yes</ds> <ds>oh yes</ds>,354
A,<ds>uh-huh</ds> is n't that wonderful,354
B,<ds>oh</ds> it is it great,354
B,it it really her joy and I suppose that why I enjoy gardening,354
A,<ds>i think so too</ds>,354
B,because you know growing up with it,354
A,<ds>yeah</ds>,354
B,we also grow <ds>um</ds> yellow and green squash,354
A,<ds>uh-huh</ds>,354
B,<ds>um</ds> much to my children chagrin,354
A,<ds>right</ds>,354
B,and <ds>uh</ds> we grow a lot of tomatoes <ds>uh</ds>,354
A,<ds>uh-huh</ds>,354
B,there just no replacement for fresh grown tomatoes,354
A,<ds>no</ds>,354
B,so we enjoy that <ds>um</ds> we grow I I have been trying to grow watermelon and cantaloupe and get teased by my family but I actually was successful for the last two years so,354
A,wonderful,354
B,I going to do it again,354
A,bet you showed them,354
B,that right,354
B,and we grow broccoli,354
A,<ds>oh</ds>,354
B,and I have been very <ds>uh</ds> happy about the new way of controlling the the <ds>uh</ds> worm that gets in broccoli <ds>um</ds> by using the Bacillus Thuringiansis which is the <ds>uh</ds> little well in fact that what they use for gypsy moth I do n't know if you have had that problem there or not,354
A,<ds>no</ds>,354
B,but it you know it a problem that that moving south from from the New England area,354
A,<ds>yes</ds>,354
B,and they devastate the trees so they they spray the government <ds>uh</ds> sprays <ds>um</ds> t- two three times in the spring when the <ds>uh</ds> caterpillars are are coming along because what they do this this <ds>uh</ds> bacillus <ds>um</ds> the worms ingest it and it expands in their in their <ds>um</ds> digestive tract and they die,354
A,<ds>uh-huh</ds>,354
B,so that the same technique that is you know for any of the other <ds>uh</ds> little varmints that get in vegetables so it that really very nice because it a non toxic way of of handling the problem,354
A,great,354
A,<ds>well</ds> we could ch- we could really talk gardening a long time,354
A,I enjoying hearing you so much,354
B,<ds>well</ds> it nice hearing you talk and I I wish you <ds>uh</ds> good luck have you just recently moved to Charlotte,354
A,<ds>um</ds> a- no October,354
B,<ds>oh</ds> so well that not very long,354
A,<ds>uh</ds> <ds>so</ds> <ds>yes</ds> recently seven months and it,354
B,<ds>yes</ds>,354
A,the weather is wonderful I love it,354
B,<ds>oh</ds> that great that great,354
A,it is just terrific you know rains a little too often,354
B,<ds>well</ds> I hope you have a an opportunity to garden again,354
A,<ds>oh</ds> <ds>i think so</ds> I have a little spinach,354
B,<ds>oh</ds> <ds>well</ds> good,354
A,bye-bye,354
B,bye-bye,354
A,<ds>okay</ds>,358
B,<ds>sure</ds> go ahead,358
A,what kind of books do you like to read,358
B,<ds>oh</ds> I like all kinds of books,358
A,<ds>yeah</ds>,358
B,mostly <ds>uh</ds> something I like like true life,358
A,<ds>uh-huh</ds>,358
B,not <ds>uh</ds> you know documentaries or real stories about real people and that kind of stuff or dramas in real life,358
A,<ds>uh-huh</ds>,358
B,and <ds>uh</ds> I also like romantic novels,358
B,I like <ds>uh</ds> I like READERS DIGEST believe it or not,358
A,<ds>yeah</ds> <ds>so do i</ds>,358
B,I usually read that from cover to cover,358
A,<ds>yeah</ds>,358
B,I like it because there a little bit of everything in it,358
A,<ds>right</ds>,358
B,you know that kind of a thing,358
B,<ds>uh</ds> as far as like real novels I have n't gotten into Shakespeare or any of that type of thing,358
A,<ds>uh-huh</ds>,358
B,I wish I had in in some senses but I do n't have time really as much as I would like to to get into that kind of thing,358
B,how about you,358
A,<ds>um</ds> <ds>well</ds> I like like you said real life <ds>um</ds> I like biographies of people lives,358
B,<ds>uh-huh</ds>,358
A,like especially like athletes for some reason it seems to interest me like people that make a big comeback or,358
B,<ds>sure</ds>,358
A,you know Orel Hershiser things like that,358
B,<ds>uh-huh</ds>,358
A,and <ds>um</ds> I like to read books on improve like family marriage you know things that are written by like Christian authors or <ds>um</ds> doctors about family and you know how to improve your home and all that kind of thing,358
A,<ds>um</ds> I like to re the magazines I to rel- I like to read MUMBLEx I read a lot of bicycling magazines,358
A,they I mainly look at the pictures and stuff but they usually have some good articles in it,358
B,<ds>uh-huh</ds>,358
A,but <ds>uh</ds> I do n't know I have n't really found any romance type stuff I like to read,358
A,I I more true you know,358
B,<ds>yeah</ds> <ds>yeah</ds>,358
A,fi- <ds>uh</ds> nonfiction,358
A,I have n't found a lot of <ds>uh</ds> fiction books that I really like but <ds>uh</ds> not to say I would n't,358
B,<ds>yeah</ds>,358
A,eventually I mean,358
A,what was the last book you read,358
B,<ds>uh</ds> jeez let me think it I tell you I have n't read a book in a long time,358
B,and it I ca n't even really remember,358
B,<ds>uh</ds> I think it was a romantic novel by Danielle Steel or one of those,358
A,<ds>really</ds>,358
B,<ds>you know</ds> <ds>yeah</ds> honestly,358
B,<ds>um</ds> I do n't do as much reading like I say as I would like to,358
A,<ds>yeah</ds>,358
B,mumblex working a lot of hours at work and,358
A,<ds>really</ds>,358
B,<ds>yeah</ds> and then <ds>of course</ds>,358
A,<ds>i know</ds>,358
B,we have a home so it you know a lot time is spent doing things as far as the yard work or housework or,358
A,<ds>yeah</ds>,358
B,you know that type of thing,358
A,I I set a goal for myself to read a book a month this year which is like about eleven more books than I would have read last year but so far I only read like two books and so I not doing very well but,358
B,but see I do crafts too,358
A,<ds>yeah</ds>,358
B,so it hard I if I have a minute that what I I do,358
A,<ds>yeah</ds> I find it real hard I let papers newspapers stack up and magazines stack up if I do n't really set aside a time to look or read them,358
B,that the and and that like myself I I I miss it because I really find it a very relaxing hobby too,358
A,<ds>yeah</ds>,358
B,I really do and <ds>um</ds> I do n't know it seems like you can get lost in a book you know it it,358
A,<ds>uh-huh</ds>,358
B,it like an escape for me,358
B,I do n't know about you,358
A,<ds>yeah</ds>,358
B,it if I really interested in what I reading I mean hours can go by and I I look up at the clock and say <ds>oh</ds> my word you know,358
A,<ds>uh-huh</ds>,358
B,in fact I rather read sometimes than watch T V,358
A,<ds>yeah</ds> <ds>oh</ds> I would too,358
A,<ds>um</ds>,358
B,but I think you get out of the habit like you say you have to like kind of set yourself,358
A,kind of train your mind,358
B,<ds>yep</ds>,358
A,have you ever read <ds>uh</ds> or heard of the book THIS PRESENT DARKNESS,358
B,<ds>no</ds>,358
A,that was one of the books I read this year and it really fast paced and intense,358
A,it was a nonfiction book or is a fiction book but it was ar- it was one of the best I read I mean it was real good and it was <ds>um</ds> it was one of the few books that like it you know just hurry up and go through without putting down you know,358
B,<ds>yeah</ds> <ds>right</ds>,358
B,see that the other problem I have,358
B,if I start into something and I really enjoy what I reading,358
A,<ds>uh-huh</ds>,358
B,then I have a terrible time getting away from it too,358
B,I stay up until two or three o'clock in the morning you know because I so engrossed in it and then before you know it it time to get up and go to work,358
B,you know that type of thing,358
A,<ds>yeah</ds>,358
B,that why I I do n't know I I kind of a nut when it comes to stuff like that,358
B,even if I <ds>uh</ds> doing something like an afghan if I close to the end sometimes I do the same thing,358
A,<ds>uh-huh</ds>,358
B,I do n't know what you would call it maybe I have a problem,358
A,<ds>no</ds> I sure it fast MUMBLEx or something,358
B,it terrible I I really like books that that you can get into and that that,358
A,<ds>uh-huh</ds>,358
A,I know what you mean,358
A,I like reading late at night right before I go to bed sometimes I just sleep better or something,358
B,<ds>oh yeah</ds> you do you kind of get relaxed that true,358
A,but <ds>uh</ds>,358
B,I have a lot of craft books that I have too and <ds>uh</ds> magazines,358
B,I like PEOPLE you know those things that are about real people,358
A,<ds>uh-huh</ds>,358
B,and <ds>um</ds> I I like to <ds>uh</ds> read about people who have been a successful,358
A,<ds>yeah</ds>,358
B,you know who who made a success of their lives,358
A,which what book have you read that is along those lines,358
B,<ds>uh</ds>,358
A,that was really good,358
B,to to give you specific titles I I ca n't,358
A,<ds>well</ds> how about who,358
B,like I say have n't done it in in such a long time,358
A,do you know who it was about,358
B,<ds>um</ds> <ds>well</ds> I went to <ds>uh</ds> seminar on <ds>uh</ds> it was for by American business and some of the people <ds>uh</ds> what the heck was his name I trying to think,358
B,he one of the <ds>uh</ds> Paroe and <ds>um</ds> it was more like <ds>oh</ds> it was tapes and things that they had about him too,358
A,<ds>uh-huh</ds>,358
B,how he started out as just a salesman and now he you know multimillionaire and that type of thing and how you have to <ds>uh</ds> be aggressive and you know really want something for yourself and that type of stuff,358
B,it like up to you in other words whatever happens in your life,358
A,<ds>yeah</ds>,358
B,it not up it not someone else you have to do it,358
A,<ds>yeah</ds>,358
B,and I find that fascinating that people you know can do that kind of thing,358
B,just make up their minds that that it,358
B,you know have this one direction,358
A,and then do it,358
B,do it,358
B,I ca n't I not that focused on something,358
B,I I off in all directions,358
B,<ds>um</ds> and I not <ds>uh</ds> <ds>uh</ds> a planner which I wish I was,358
A,<ds>uh-huh</ds>,358
B,you know kind of off the wall,358
B,if someone says do you want to do this tonight <ds>uh</ds> and I got a mountain of things to do it okay you know we do it,358
A,<ds>uh-huh</ds> <ds>huh</ds>,358
A,<ds>well</ds> that <ds>all right</ds>,358
B,I know I know but I wish I was more the other way,358
A,you more fun though see,358
A,you not ridged right,358
B,<ds>yeah</ds> right i I that see I like it that way though,358
B,I I I would I do n't want to change that part of me,358
A,that good,358
B,that funny e- even though I admire someone who is n't,358
A,<ds>yeah</ds>,358
B,like I am you know and and I wish I could be more that way but,358
A,there may be some schools you could read about and learn,358
B,that true that true,358
B,how many people do you supervise,358
A,<ds>uh</ds> about twenty,358
B,<ds>oh</ds> that not bad,358
A,<ds>no</ds>,358
B,that not bad at all,358
A,<ds>no</ds>,358
B,do you like your job,358
A,sometimes,358
A,sometimes more than others,358
A,but <ds>yeah</ds> I do,358
B,<ds>oh</ds> that,358
A,I been there about three years,358
B,<ds>oh</ds> that important,358
B,do you have a family,358
A,<ds>yeah</ds> I just got married last year and <ds>um</ds> most of my family in Indiana,358
B,<ds>oh</ds> <ds>uh-huh</ds>,358
A,so I only been in Texas three years,358
B,do you like it,358
A,<ds>yeah</ds> I do,358
A,I love the weather down here,358
B,I I loved I loved Abilene too,358
B,that what I liked too is the weather,358
A,<ds>yeah</ds> <ds>i know</ds>,358
B,except for tornados,358
A,boy they they have storms here I,358
B,<ds>yes</ds> they do,358
B,and it it,358
A,hail and thunder and,358
B,it so surprising how it just happens you know,358
A,<ds>yeah</ds>,358
B,unpredictable,358
A,were you here during the hailstorm two years ago,358
B,<ds>uh</ds> <ds>no</ds>,358
B,<ds>oh</ds> I been up here about three,358
B,<ds>uh</ds> we were down there <ds>uh</ds> from eighty-six to eighty-five to eighty-six no <ds>uh</ds> ei- <ds>well</ds> part of eighty-four to eighty-six I should say,358
A,<ds>yeah</ds> boy I had thirty-three hundred dollars damage done on my car a lot of people had their cars totaled just from hail,358
B,<ds>oh</ds> <ds>wow</ds>,358
A,I think State Farm went bankrupt,358
B,<ds>oh</ds> jeez,358
A,just about,358
A,but <ds>uh</ds>,358
B,I know the whole situation is bad up here we having a terrible time with the recession,358
A,<ds>really</ds>,358
B,<ds>yeah</ds> <ds>yeah</ds>,358
B,it not good at all,358
A,<ds>huh</ds>,358
B,I know things are pretty booming down there,358
B,I heard they sold Johnson City though,358
A,<ds>yeah</ds> and Colorado Springs,358
B,and Colorado Springs,358
A,<ds>yeah</ds> I talked to a guy on the phone on this the other day and he was telling me about it,358
B,<ds>oh</ds> <ds>wow</ds>,358
A,they just sold it,358
B,amazing,358
A,closed up and moved down to McKinney,358
B,<ds>oh</ds> <ds>well</ds> that good,358
B,at least they kept the business part of it,358
A,<ds>yeah</ds>,358
B,it scary though I telling you,358
A,<ds>i know</ds>,358
B,I do n't know and well you know with the other part of this thing was how do you feel that this influences family,358
A,how do I feel what,358
B,that that books influence do you know how to use them in your life or to influence,358
A,<ds>uh-huh</ds>,358
B,I I feel like it important for young children to read too,358
A,<ds>yeah</ds>,358
B,and what you read to them,358
B,when my children wer were younger <ds>of course</ds> they were all married and grown and I have grandchildren now they were <ds>uh</ds> I I read to them a lot,358
A,that good,358
B,and <ds>uh</ds> I think they all developed kind of an interest in reading also,358
A,that re- <ds>yeah</ds>,358
B,I not saying they read all the right things but they do read,358
B,<ds>uh</ds> where a lot of people do n't have any interest in it at all and I think it important,358
A,<ds>oh yeah</ds>,358
B,because <ds>uh</ds> even today where people are so illiterate and they go off to school and really nothing happens I mean they do n't learn anything,358
B,it because they ca n't read,358
A,<ds>yeah</ds> it really surprising how many people graduate from high school,358
B,<ds>yeah</ds>,358
A,and that I work with and people I mean I get memos all the time across my desk and things are misspelled and,358
B,<ds>oh</ds> it be- unbelievable,358
A,it really,358
B,is n't it,358
A,it pretty sad,358
B,<ds>yeah</ds>,358
A,a lot of people that work for me that ca n't even spell or read you know,358
B,<ds>exactly</ds> and I think that that why reading is so important,358
A,<ds>yeah</ds>,358
B,because <ds>uh</ds> I think even mentally when you can do some,358
B,women,365
A,<ds>yeah</ds> the changing roles of women how roles changed and what do you see coming in the future,365
B,<ds>oh</ds> <ds>okay</ds> that not a broad enough topic,365
A,<ds>okay</ds> <ds>yeah</ds>,365
A,sounds good,365
B,I ready when you are,365
A,<ds>okay</ds> hold on,365
B,<ds>okay</ds>,365
A,are you there,365
B,<ds>yeah</ds> I here,365
A,<ds>oh</ds> my goodness I ca n't believe I did that,365
A,<ds>okay</ds> hold on,365
B,that okay,365
A,<ds>okay</ds> <ds>um</ds> I,365
B,<ds>okay</ds> <ds>um</ds> I do n't know are you in your thirties or,365
A,<ds>no</ds> I I twenty-three,365
B,<ds>oh</ds> <ds>okay</ds>,365
A,<ds>uh-huh</ds>,365
B,<ds>well</ds> then I can tell you that roles have changed,365
B,I thirty-eight,365
A,<ds>uh-huh</ds> <ds>uh-huh</ds>,365
B,and they changed quite a bit,365
A,<ds>uh-huh</ds>,365
B,<ds>um</ds> I this was my twentieth high school reunion in Chicago,365
A,<ds>uh-huh</ds>,365
B,and basically <ds>um</ds> the choices I mean you know you probably heard that in the fifties women liked to stay home and all that,365
A,<ds>right</ds> <ds>uh-huh</ds>,365
B,that kind of <ds>um</ds> the opposite of what it was in the sixties and early seventies,365
A,<ds>right</ds>,365
B,it was sort of just to <ds>um</ds> go protest,365
A,<ds>uh-huh</ds>,365
B,and <ds>uh</ds> just everybody be damned and live with some one and you know,365
A,<ds>uh-huh</ds> I know that th-,365
B,soci social morals were a little bit lacking,365
A,<ds>uh-huh</ds> I know that <ds>uh</ds> in in the early seventies <ds>uh</ds> I think women were the first people to to make a move as far as individuals,365
B,<ds>uh-huh</ds>,365
A,<ds>um</ds> <ds>uh</ds> before that a lot of people that wanted to protest were large groups like <ds>uh</ds> black people or you know just large large groups of people but but the,365
B,right it was more it was more civil rights oriented,365
A,<ds>right</ds>,365
B,or race oriented rather than gender based <ds>yeah</ds>,365
A,and I think I think the women movement kind of brought in individual lives where you had women movements and you had gay movements,365
B,<ds>uh-huh</ds>,365
A,and just the smaller groups of people,365
B,<ds>it did</ds>,365
A,and I think since then is is when a lot of the women roles have started to change,365
B,it did and some of the other stuff that <ds>um</ds> I think that changed it you <ds>uh</ds> when I first got out of college fifteen years ago they were always saying well if you if you were assertive you were a libber or you were aggressive not assertive and independent,365
A,<ds>uh-huh</ds>,365
B,and in terms of the corporate community I seen a big change in terms of men finally being quote unquote used to women,365
A,<ds>uh-huh</ds>,365
B,who are in <ds>uh</ds> controlling positions,365
A,<ds>exactly</ds>,365
B,as higher you know corporate in the corporate hierarchy,365
A,<ds>uh-huh</ds>,365
B,so I think that good,365
A,I think that <ds>uh</ds> you know you can just look at home life and see I been talking to a lot of people a- about education and things,365
B,<ds>uh-huh</ds>,365
A,and and what what what affects the school system and I think that a big thing that effects it is that the mother is not home anymore,365
B,<ds>right</ds>,365
A,<ds>um</ds> like she used to be,365
A,she used to be kind of a kind of a a rock you know,365
B,the mainstay <ds>yeah</ds>,365
A,in the house <ds>yeah</ds>,365
A,and <ds>uh</ds> since since everyone is going out and working now whether it be because of finances or just the economy,365
B,and restructuring stepfamilies <ds>yeah</ds>,365
A,<ds>uh</ds> the mother not there anymore and the children are I think I think a lot of society is suffering,365
A,not to say that women should n't you know go out and do what they want to do but I think that <ds>um</ds>,365
B,<ds>right</ds>,365
A,society really going to have to get used to it,365
A,and they not quite used to it yet and that I,365
B,the schools or the mo- the schools or the parents <ds>yeah</ds>,365
A,<ds>yes</ds> <ds>uh-huh</ds>,365
B,<ds>um</ds> I trying to think of what else,365
B,I have a lot of opinions on this except all of a sudden I went blank,365
B,a lot of the things <ds>um</ds> the demographics do I mean there are more I do n't have the numbers in my head right now but a lot of the things that brought feminism I mean there are just more women in in in the demographics just generally,365
A,<ds>right</ds> <ds>uh-huh</ds>,365
B,in the United States in terms of being,365
A,<ds>uh-huh</ds>,365
B,I mean I the typical baby boomer I hate that term,365
A,<ds>oh yeah</ds>,365
B,but in terms of women,365
A,<ds>yeah</ds>,365
B,women going out I mean twenty-three I remember that,365
B,what it like to be twenty-three as a woman today I mean when I was twenty-three the issues were either go to graduate school or get married,365
A,<ds>uh-huh</ds>,365
B,<ds>um</ds> those were the general issues,365
A,speaking of getting married I was talking to someone yesterday on this on the project,365
B,<ds>uh-huh</ds>,365
A,and <ds>uh</ds> <ds>uh</ds> we were talking about child care and he asked me if I had any kids,365
A,he was about forty or fifty years old and I said no I just twenty,365
B,he was ancient <ds>yeah</ds>,365
A,and I said no I just twenty-three,365
B,<ds>uh-huh</ds>,365
A,you know because I do n't think of myself as needing to have children but h- the first thing he says is well do n't you miss that part of your life,365
A,and I just I my my mind just went,365
B,you did n't know what you going to be missing,365
A,I went what,365
A,you know because it d- it really did n't does n't even occur to me right now to have children becau-,365
B,I do n't have any either and I been a married for eleven years so,365
A,<ds>yeah</ds> and I it just you know I think that I probably have children when I about thirty thirty-five something like,365
B,<ds>yeah</ds> when it time <ds>uh-huh</ds>,365
A,just because I not sure if it just if it just me or or women in general that are twenty-three right now because <ds>um</ds> I really into my career,365
A,I trying to go somewhere and,365
B,<ds>yeah</ds> you want to establish,365
A,and get there quick and then worry about you know because right now in my career I I really starting out and it going to take me a while to move up,365
B,<ds>uh-huh</ds>,365
A,and I do n't need anything kind of holding me back <ds>um</ds>,365
B,right and and you find that that the other big thing that has changed in terms of,365
A,<ds>uh-huh</ds>,365
B,<ds>um</ds> women do n't feel like they need to get married anymore,365
A,<ds>right</ds> <ds>uh-huh</ds>,365
B,I was twenty-seven when I got married and I just at the time <ds>um</ds> my husband actually even jokes about it,365
A,<ds>uh-huh</ds>,365
B,he was twenty-three when we met an I was at a point where it was like I did n't date e- I mean I just I went out to have a good time,365
A,<ds>right</ds>,365
B,but I did n't have to have male companionship,365
A,<ds>right</ds> <ds>right</ds>,365
B,<ds>um</ds> and a lot of the <ds>um</ds> friends that I had in school at that point who had gone back and gone to law school or M B A programs,365
A,<ds>uh-huh</ds>,365
B,<ds>um</ds> which I also had done had just you know they were very sad,365
B,but then by the time I got married <ds>um</ds>,365
A,<ds>uh-huh</ds>,365
B,it seemed like they were on their second or third around the marriage track,365
A,<ds>yeah</ds> <ds>yeah</ds>,365
B,so I guess that a big change in terms of just <ds>um</ds> the attachments that women feel like they need to have the dependency,365
A,<ds>yeah</ds> <ds>yeah</ds>,365
B,their self-identity is stronger,365
A,it it just really not there anymore,365
B,<ds>yeah</ds>,365
A,and that that has to do with you know the women getting out and other women seeing <ds>uh</ds> women seeing other women you know,365
B,<ds>right</ds>,365
A,out in the corporate world,365
B,<ds>uh-huh</ds>,365
A,that like <ds>oh</ds> I can do that,365
A,you know maybe,365
B,right and I I I mean I do n't know how,365
A,I do n't need to get married,365
B,how old your mom is she probably let see my mother in her early sixties so,365
A,she she about forty,365
B,<ds>okay</ds> I thirty-eight your mother for- I just turned thirty-eight,365
B,<ds>um</ds> <ds>yes</ds> I laughing <ds>oh</ds> my God,365
B,it does start to creep up,365
A,<ds>uh-huh</ds>,365
B,<ds>no</ds> <ds>um</ds> but it okay do n't ever let age I mean I do n't thi,365
A,<ds>okay</ds>,365
B,nobody talks about it for women except other women and other men,365
A,I I just turned twenty-three <ds>uh</ds>,365
B,<ds>uh-huh</ds>,365
A,April twentieth and I still going you know <ds>oh</ds> my God I s- getting so old,365
A,I just because me myself I just like to move really really quickly,365
B,<ds>yeah</ds> an,365
A,I like to anything I do I got out of school quick,365
A,I you know,365
B,<ds>uh-huh</ds>,365
A,I working quick,365
A,I want to move up quick,365
A,I want to make money quick,365
A,I want to retire quick,365
B,<ds>yeah</ds>,365
A,and so anything i- i- when the age creeps up where I twenty-three and twenty-four,365
B,<ds>uh-huh</ds>,365
A,I thinking my time is running out,365
A,you know but I actually very very young,365
B,<ds>yeah</ds> you are because what I was going to say is what you will find is my background is in journalism and corporate communications,365
A,<ds>uh-huh</ds>,365
B,and what you find is I mean I just now finally to a point where I mean I do n't know why I did n't did n't do it sooner,365
A,<ds>uh-huh</ds>,365
B,but this is probably typical of the women movement too,365
A,<ds>uh-huh</ds>,365
B,is the idea that you going to be forty tomorrow anyway if you want to go back to school,365
B,I seriously considering going back to school for law,365
A,<ds>um</ds>,365
B,<ds>um</ds> which is a complete I would n't say career change it it a subway,365
A,<ds>uh-huh</ds>,365
B,but it still is a different application,365
B,and I mean if you think about it you know I c I still can have another career,365
B,I mean I worked for over fifteen years in what I done,365
A,<ds>yeah</ds> <ds>yeah</ds>,365
B,and I mean so when you saying quick <ds>um</ds> I think that probably one thing that your generation coming up after mine,365
A,<ds>uh-huh</ds>,365
B,is thinking that <ds>um</ds> they have to do everyth- you know sort of,365
A,<ds>right</ds>,365
B,I call kind of I call it a chewing syndrome,365
B,they have to eat real fast they have,365
A,<ds>uh-huh</ds> <ds>exactly</ds>,365
B,they have to rapidity of speech they have to just go through everything,365
A,<ds>exactly</ds>,365
B,and you find that probably by the time your twenty-eight thirty if you have n't slowed down,365
A,<ds>uh-huh</ds>,365
B,something will slow you down,365
B,do you know what I saying,365
A,<ds>yeah</ds> <ds>yeah</ds>,365
B,<ds>um</ds> because it just you find out that you really not <ds>um</ds> smelling the roses and I know that sounds trite,365
A,<ds>yeah</ds>,365
B,and all that,365
A,I think I think a lot of <ds>uh</ds> people probably feeling that way I know I probably feeling that way because it everything geared towards young,365
B,<ds>uh-huh</ds>,365
A,you know and whether I want to realize it or not everything on television is young,365
B,<ds>oh</ds> <ds>it is</ds>,365
A,young young young,365
A,you ca n't be a model after thirty you ca n't do this after twenty you know and,365
B,that right,365
A,e- y- everybody that in the music business is starting out at fifteen,365
B,<ds>uh-huh</ds>,365
A,you know and so I feel like I old,365
A,it like I sing,365
A,I sing and I would really love to become,365
B,<ds>uh-huh</ds>,365
A,<ds>uh</ds> a professional singer but I think I too old now,365
B,<ds>oh</ds> you not <ds>no</ds>,365
A,and I twenty-three,365
B,<ds>no</ds>,365
A,because everyone I seen coming up they fifteen,365
B,that true I mean it it,365
A,you know and so I going I so old and I I I really have to always tell myself no you not you very young,365
B,<ds>no</ds> you extremely <ds>yeah</ds> it it ju-,365
A,and you know so it,365
B,<ds>well</ds> it like us we getting ready to do if possible for an adoption and I have friends that say well why would you do that,365
A,<ds>uh-huh</ds>,365
B,if you know you have n't been able to children which we do know,365
A,<ds>uh-huh</ds>,365
B,why would you do that now at this part point and <ds>um</ds> it just individual choices,365
A,<ds>yeah</ds>,365
B,I stopped comparing myself a long time ago to somebody who had <ds>um</ds> in my family my brother children,365
A,<ds>uh-huh</ds>,365
B,I mean he just turned forty his children will be out of high school before he forty-five,365
A,<ds>wow</ds>,365
B,<ds>um</ds> I mean that like your mother look how young she is,365
A,<ds>uh-huh</ds> <ds>yeah</ds>,365
B,compared to where you are out of school and everything,365
A,<ds>right</ds>,365
B,it just it but what you find is you do n't compare the woman because you just get into trouble,365
B,it all independent and choices,365
A,<ds>uh-huh</ds> <ds>yeah</ds> very true,365
B,<ds>um</ds> but what I was going to say about mothers is <ds>uh</ds> your mother probably just wo n't say it but I mean my mother and her sisters are always saying <ds>uh</ds> to my cousins and I my female cousins,365
A,<ds>uh-huh</ds>,365
B,you girls are so lucky because quote unquote you have all these choices you know you went to school,365
A,<ds>right</ds> <ds>uh-huh</ds>,365
B,you can do this you can do that,365
A,<ds>uh-huh</ds>,365
B,we could n't do that then,365
B,and my cousins and I go well why could n't you,365
A,<ds>yeah</ds> that that why I say I feel I feel really lucky right now b- because I not married and because I do n't have children,365
A,I out of school I twenty-three I can do anything I want to do anything,365
B,<ds>uh-huh</ds>,365
A,and so I mean even some days I looking for another job now but and I get so depressed because not because I ca n't find a job but because I ca n't figure out what I want to do,365
B,and that normal I mean,365
A,and <ds>yeah</ds>,365
B,I think that the world today,365
A,and I thi and I lucky though because not a lot of people can sit there and go gee I do n't know what to do,365
A,I have so mu,365
B,right that exa-,365
A,you know not a lot of people,365
B,<ds>yeah</ds>,365
A,but it depressing too,365
B,that how I mean,365
A,what do you what do you that you,365
B,what I right now,365
A,<ds>uh-huh</ds>,365
B,I I a free-lance writer right now,365
A,<ds>oh</ds>,365
B,and then <ds>um</ds> what I doing is working at <ds>um</ds> a electroni- an electronics company,365
A,<ds>uh-huh</ds>,365
B,for their company newspaper,365
A,<ds>oh</ds>,365
B,right now on the side and then I also actually I excited tomorrow I have a <ds>uh</ds> luncheon appointment with a perspective client to do,365
A,<ds>huh</ds>,365
B,<ds>uh</ds> marketing communications for them,365
A,<ds>huh</ds> <ds>okay</ds> I a I a news reporter now,365
B,<ds>oh</ds> you are,365
A,and what I looking for is something in I really do n't want to stay in news but I would like to stay in journalism,365
B,we-,365
A,and I been looking for something exactly like that jus-,365
B,here what you shoul d this is off the topic and those people probably won,365
A,<ds>uh-huh</ds> <ds>okay</ds>,365
B,did you go to Baylor by any chance,365
